NomAsso,Tel_Asso,Fax_Asso,Mail_Asso,INTERNET,Domaine,Sous-Domaine,Sigle,Adresse,Code_Quartier,Code_Sous_Quartier,Circonscription,Canton,Code_Postal,Longitude,Latitude
Radio Agora,04 67 92 87 42,,agorafm34@wanadoo.fr,http://www.agora91fm.fr,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,RADIO,13  RUE GENERAL CLAPAREDE,07,30,1,01,34000,"3,869979528","43,607836067"
Radio Amateur Montpellier,04 67 15 57 24,,,,LOISIRS,RADIO ET COMMUNICATION,RAMA,13  ALLEE ANTONIN CHAULIAC,02,06,2,10,34080,"3,830471051","43,612887836"
Radio Aviva 88 FM,04 67 79 28 88,,redaction@radio-aviva.com,http://www.radio-aviva.com,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,AMDCJLR,18  RUE FERDINAND FABRE,07,24,3,03,34090,"3,878484167","43,617725634"
Radio Lenga d'Oc,04 67 58 30 47,,info@radiolengadoc.com,htpp://www.radiolengadoc.com,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
Radio Lenga d'Oc,04 67 58 30 47,,info@radiolengadoc.com,htpp://www.radiolengadoc.com,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
Radio Lenga d'Oc,04 67 58 30 47,,info@radiolengadoc.com,htpp://www.radiolengadoc.com,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
Raiponce,04 67 45 04 57,,bourguet.andre@wanadoo.fr,,VIE DES QUARTIERS,DIVERS QUARTIERS,,26  RUE DES AVANT-MONTS,03,07,2,07,34080,"3,84326484","43,621879005"
Rallye-On-Nous En 4L,,,charlineleroi@free.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,230  RUE JEU DE MAIL DES ABBES,07,24,3,03,34000,"3,884115521","43,620429283"
Rando Paillade,04 67 75 35 14,,,,LOISIRS,RANDONNEES,,22  RUE ARNAULT PEYRE,02,04,2,09,34080,"3,820951187","43,639371415"
Randonnées et Jogging ' Lous Bartassaires ',06 11 56 53 27,,,,LOISIRS,RANDONNEES,,25  AV SAINT ANDRE DE NOVIGENS,07,18,1,04,34000,"3,893932488","43,61863711"
Randonnées et Jogging ' Lous Bartassaires ',06 11 56 53 27,,,,LOISIRS,RANDONNEES,,25  AV SAINT ANDRE DE NOVIGENS,07,18,1,04,34000,"3,89400567","43,618626979"
Randonnées Vers Soi,04 67 10 89 75,,randonnees.vers.soi@free.fr,randonnees.vers.soi.free.fr,LOISIRS,RANDONNEES,,20  RUE DU PROFESSEUR TEDENAT,03,10,4,08,34070,"3,850926831","43,607320236"
Rando's Midi,,,randosmidi@ouvaton.org,randosmidi.ouvaton.org,SOCIAL ET CITOYENNETE,CONDITION FEMININE MASCULINE,,9  RUE HENRI RENE,07,31,1,04,34000,"3,882498136","43,604642424"
Rank'Art - association Art Caetera,,,rankart@free.fr,,CULTURE,DIVERS CULTURE,,29 TER RUE LAKANAL,07,24,2,02,34090,"3,87722656","43,617053974"
Rank'Art - association Art Caetera,,,rankart@free.fr,,CULTURE,DIVERS CULTURE,,29 TER RUE LAKANAL,07,24,2,02,34090,"3,877045877","43,61712176"
Rank'Art - association Art Caetera,,,rankart@free.fr,,CULTURE,DIVERS CULTURE,,29 TER RUE LAKANAL,07,24,2,02,34090,"3,876817373","43,617195953"
Rassemblement et Coordination Unitaire des Rapatriés - Recours,04 67 69 29 22,,rdessy@netcourrier.com,,RAPATRIES,RAPATRIES,RECOURS,31  RUE EMILE CHARTIER (ALAIN),04,12,1,06,34070,"3,869777877","43,595419502"
Rayonnement pour l'Opéra de Montpellier,04 67 66 27 11,,,,CULTURE,MUSIQUE,AROM,10  RUE DE LA SALLE-L'EVEQUE,07,24,1,01,34000,"3,880052841","43,612631186"
Recherche Chirurgie Cardio-Vasculaire,04 67 33 62 71,,,,SANTE,RECHERCHE,,371  AV DU DOYEN GASTON GIRAUD,01,02,2,10,34090,"3,850049238","43,633401331"
Recherche en Informatique Médicale en Languedoc,04 67 33 89 79,,,,SANTE,RECHERCHE,ARIML,371  AV DU DOYEN GASTON GIRAUD,01,02,2,10,34090,"3,850049238","43,633401331"
Recherche et Développement Ophtalmologique,04 67 54 25 71,,,,SANTE,RECHERCHE,ARDO,15  AVENUE CHARLES FLAHAULT,01,02,2,10,34090,"3,861942068","43,624022503"
Recherches en Photographie Souterraine,04 67 79 14 52,,,,CULTURE,PHOTO,ARPS,67  RUE DOYEN PIERRE JOURDA,07,24,3,03,34000,"3,886027128","43,619902368"
Récrea Son,04 67 65 15 63,,recreason@aliceadsl.fr,,CULTURE,MUSIQUE,,1150  RUE DE CENTRAYRARGUES,05,16,1,05,34070,"3,893950687","43,593971481"
Réduire les Risques,04 67 58 01 01,04 67 58 00 38,reduirelesrisques@wanadoo.fr,,SANTE,ALCOOLISME ET TOXICOMANIE,RLR,5  RUE FOUQUES,07,30,1,01,34000,"3,868496979","43,602330889"
Réduire les Risques,04 67 58 01 01,04 67 58 00 38,reduirelesrisques@wanadoo.fr,,SANTE,ALCOOLISME ET TOXICOMANIE,RLR,5  RUE FOUQUES,07,30,1,01,34000,"3,86833128","43,602478046"
Refuge des Cheminots,04 67 07 92 67,,,,SOCIAL ET CITOYENNETE,TROISIEME AGE,,757  AV DE VILLENEUVE-ANGOULEME,04,12,1,06,34070,"3,867292076","43,594624469"
Regards sur le Cinéma Algérien,06 89 48 15 64,,identites.partage@wanadoo.fr,,CULTURE,DIVERS CULTURE,RCA,665  ROUTE DE MENDE,01,02,2,02,34090,"3,869365057","43,628376384"
Réinsertion et Espéranto,04 90 22 17 02,,reinsertionetesperanto@gmail.com,http://apsike1997.free.fr,INTERNATIONAL,CULTURE ETRANGERE,,26  RUE ENCLOS FERMAUD,07,30,1,01,34000,"3,873633627","43,601822876"
Relais Capimmec Malakoff du LR,04 67 92 30 31,,,,ENTREPRISE ET TRAVAIL,AIDE A LA GESTION,RML,4  RUE JULES FERRY,07,31,1,01,34000,"3,881390714","43,605657802"
Relais France Cameroun,04 67 27 66 92,,,,INTERNATIONAL,CULTURE ETRANGERE,,39  IMPASSE MARC SANGNIER,03,09,4,08,34070,"3,836616343","43,600329693"
Reliances,04 11 75 06 49,,megia.andree@neuf.fr,,CULTURE,THEATRE,,622  RUE DE CENTRAYRARGUES,05,15,1,05,34070,"3,887607736","43,595487775"
Remedya,06 11 95 10 12,,contact@remedya.fr,www.remedya.org,EDUCATION,DIVERS EDUCATION,,0,,,,,,,
Renaissance du Vieux Montpellier,06 20 52 60 19,04 67 12 90 58,lesbaladinsdelhistoire@gmail.com,,CULTURE,THEATRE,RVM,17  RUE DE LA VALFERE,07,26,1,01,34000,"3,873172446","43,61022895"
Requins de Feu de Montpellier,04 99 61 10 85,,montpellier-firesharks@hotmail.fr,http://www.montpellier-firesharks.com,SPORTS,FOOTBALL,,3  RUE DE LA GOELETTE,03,07,2,10,34080,"3,839875915","43,626189502"
Réseau Accueil Insertion Hérault,04 67 92 08 19,04 67 92 08 19,raih2@wanadoo.fr,,SOCIAL ET CITOYENNETE,ENFANCE ET JEUNESSE,RAIH,7  RUE CASTILHON,07,30,1,01,34000,"3,874592368","43,606073198"
Réseau Actions Jeunes LR,04 67 34 00 02,,rajlr.solidarite@yahoo.fr,www.rajlr.org,EDUCATION,DIVERS EDUCATION,RAJ-LR,111  SQUARE NEPTUNE,02,05,2,09,34080,"3,820970239","43,630156927"
Réseau des Médiations Associées Méditerranée,,,,http://www.mediation-net.com,ENTREPRISE ET TRAVAIL,FORMATION PROF. ET CONTINUE,RMAM,16  IMPASSE DU CLOS VEZY,01,03,3,03,34090,"3,874828933","43,634014036"
"Résidents, Copropriétaires et Commerçants de l'Hortus",04 67 40 19 07,,jckanet@sfr.fr,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,ARCCH,391  LE GRAND MAIL,02,05,2,09,34080,"3,816456891","43,624263018"
Résonances-Bastide,04 67 69 15 80,,,http://www.resonnances.fr/,SPORTS,DANSE,,757  AV DE VILLENEUVE-ANGOULEME,04,12,1,06,34070,"3,867292076","43,594624469"
Ressources - Association Mandataire,04 99 74 23 60,04 99 74 23 67,ressources.entourage@gammes.org,,SOCIAL ET CITOYENNETE,AIDE A DOMICILE,GAMMES,3 BIS RUE SAINT BARTHELEMY,07,30,1,01,34000,"3,87380034","43,605221347"
Restaurants du Coeur - Relais du coeur,04 67 40 52 37,04 67 40 74 50,AD34.SIEGE@RESTOSDUCOEUR.ORG,http://www.restoducoeur34.org,SOCIAL ET CITOYENNETE,SOLIDARITE,RESTOS,55  ALLEE DE LA MASSANE,,,,,,,
Retraite Sportive de Montpellier,04 67 42 68 56,,delrieu@wanadoo.fr,,SOCIAL ET CITOYENNETE,TROISIEME AGE,RSM,40  RUE DE CADIX,04,12,1,06,34070,"3,870396893","43,590436069"
Retraités et Veuves de la Police du LR,04 67 92 95 88,04 67 58 32 71,arrvp@orange.fr,www.arrvp.com,SOCIAL ET CITOYENNETE,TROISIEME AGE,ARRVP,5  IMPASSE FINO-BRICKA,07,30,1,01,34000,"3,872635094","43,601306578"
Rimbaud Pétanque,04 67 02 10 83,,,,SPORTS,PETANQUE,,0  AV SAINT ANDRE DE NOVIGENS,,,,,,,
Ring Airsoft,,,ring.airsoft@gmail.com,,SPORTS,DIVERS SPORTS,,41  IMPASSE TURANDOT,04,11,4,08,34070,"3,852974794","43,594954715"
Ring Athlétique du Petit Bard,,,,,SPORTS,BOXE,,85  RUE DU FAUBOURG BOUTONNET,07,23,2,02,34090,"3,872709048","43,621079381"
Rire Clowns pour Enfants Hospitalisés,04 67 63 96 23,,clown.hopital@wanadoo.fr,www.clownhopital.org,SANTE,AIDE AUX MALADES,,13  RUE DU FAUBOURG DE NIMES,07,24,3,03,34000,"3,881215928","43,614131291"
Riroli,04 67 27 73 21,,assoriroli@yahoo.fr,http://www.riroli.com,SANTE,AIDE AUX MALADES,,270  RUE DE CHENG-DU,04,13,4,08,34070,"3,840412642","43,59436539"
Rock In The City,,,mtp.rockinthecity@gmail.com,www.facebook.com/mtp.rockinthecity,CULTURE,MUSIQUE,,3  RUE SAINTE URSULE,07,26,1,01,34000,"3,878865239","43,613630791"
ROLLER IN MONTPELLIER,,,rollermontpellier@gmail.com,www.rollerinmontpellier.com,SPORTS,ROLLER ET SKATE,RIM,200  AVENUE DE SAINT MAUR,07,18,1,04,34000,"3,88563007","43,615239853"
Rotaract Club de Montpellier,,,contact@rotaract-montpellier.com,htpp://www.rotaract-montpellier.com,SOCIAL ET CITOYENNETE,SOLIDARITE,,39  RUE NICOLAS TESLA,06,20,1,04,34000,"3,913865554","43,615919396"
Rotary Club Montpellier Rabelais,04 67 20 63 63,,drai.jacques@bbox.fr,,ENTREPRISE ET TRAVAIL,DIVERS ENTREPRISE TRAVAIL,,285  BD AEROPORT INTERNATIONAL,07,28,3,03,34000,"3,89396687","43,608843744"
Roule Nature,04 99 53 02 45,04 99 53 02 45,roule-nature@cegetel.net,http://roule-nature.vip-blog.com/,CULTURE,DIVERS CULTURE,,111  IMPASSE MAURICE JUSTIN,06,20,1,04,34000,"3,902594548","43,610785627"
Roum'Hania Liens,,,roumhania@free.fr,http://www.roumhania.org,INTERNATIONAL,CULTURE ETRANGERE,ROUMANIA,13  RUE GUILLAUME PELLICIER,07,30,2,07,34070,"3,867069478","43,608312582"
Rozerin,09 51 30 18 19,,,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,81  AVENUE D'ASSAS,03,08,2,10,34000,"3,859031163","43,618400077"
Rude Awakening Présente,09 54 45 17 82,,info@rude-awakening.org,http://www.rude-awakening.org,CULTURE,MUSIQUE,RAPRESENTE,14  RUE DOM VAISSETTE,07,30,1,01,34000,"3,872320688","43,605081442"
Rugby League Montpellier XIII,0467717532,,contact@rugby13montpellier.fr,http://www.rugby13montpellier.com,SPORTS,RUGBY,RCMC,0  RUE SAINT CLEOPHAS,,,,,,,
Saabu,04 27 81 00 28,,icarrier@numericable.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,1201  RUE D'ALCO,03,07,2,09,34080,"3,836495116","43,621222035"
Saakila,04 67 06 52 83,,saakila1@yahoo.fr,http://www.saakila.fr,INTERNATIONAL,CULTURE ETRANGERE,,195  RUE MICHEL-ANGE,03,08,2,07,34070,"3,845560863","43,6154368"
Saint-Martin Gazelec Montpellier,04 11 75 28 58,,secretariat@stmartingazelec.fr,http://stmartingazelec.fr,SPORTS,FOOTBALL,ASMGM,395  AV DOCTEUR J. FOURCADE,05,16,1,05,34070,"3,89678181","43,590455386"
Sakura Création,04 67 92 98 13,,sakuracreation@club-internet.fr,,INTERNATIONAL,CULTURE ETRANGERE,,28  RUE ANTERRIEU,07,29,2,07,34070,"3,86307162","43,605258304"
Santé et Solidarité,04 99 75 20 55,,FRANJAC.JANBON@WANADOO.FR,,SANTE,AIDE AUX MALADES,,45  QUAI DU VERDANSON,07,24,3,03,34090,"3,882173627","43,615136414"
Sapotek,04 67 42 68 15,,robsapo@yahoo.fr,,CULTURE,DIVERS CULTURE,,28  RUE DE LA MEDITERRANEE,07,31,1,04,34070,"3,884235046","43,60518674"
Saudade,04 67 58 13 06,,assocsaudade@yahoo.fr,,INTERNATIONAL,CULTURE ETRANGERE,,4  RUE DOM VAISSETTE,07,30,1,01,34000,"3,871336957","43,605564059"
Scalata-Nature,,,scalatanature@yahoo.fr,http://www.scalatanature.free.fr,SPORTS,SPORTS DE MONTAGNE,,150  RUE DE MALBOSC,02,05,2,09,34080,"3,833955248","43,625105486"
Scand'Oc Club,04 67 27 50 47,,,,INTERNATIONAL,CULTURE ETRANGERE,,259  RUE 56EME RGT ARTILLERIE,,,,,,,
Scénofolies,04 30 10 49 22,,contact@scenofolies.com,http://www.scenofolies.com,CULTURE,THEATRE,,36  AVENUE JACQUES CARTIER,07,28,3,03,34000,"3,891044432","43,606915213"
Scoutisme pour Tous,04 67 64 31 81,04 67 64 98 39,scoutismepourtous@wanadoo.fr,http://www.geocities.com/sptgg/,EDUCATION,MOUVEMENT JEUNESSE,,12  IMPASSE DES ACANTHES,05,16,1,05,34070,"3,890333667","43,597676046"
Scouts et Guides de France,04 67 55 06 14,,sgdf.34@free.fr,http://sgdf.34.free.fr/,EDUCATION,MOUVEMENT JEUNESSE,SGDF,31 TER AVENUE DE SAINT LAZARE,07,24,3,03,34000,"3,888651448","43,623912307"
Scouts et Guides de France,04 67 55 06 14,,sgdf.34@free.fr,http://sgdf.34.free.fr/,EDUCATION,MOUVEMENT JEUNESSE,SGDF,31 TER AVENUE DE SAINT LAZARE,07,24,3,03,34000,"3,888211582","43,622939129"
Scriptoria,04 67 42 01 88,,scriptoria@neuf.fr,http://www.scriptoria-calligraphie.fr,CULTURE,ARTISANAT ART,,5  RUE FREDERIC PEYSON,07,31,1,04,34000,"3,880261447","43,602485011"
Se Voir et S'Entendre,06 12 38 22 68,,,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,14  RUE SAINT VINCENT DE PAUL,07,23,3,03,34090,"3,875508624","43,621277855"
Sebo Carton,,,sebo.carton@yahoo.fr,http://sebocarton.wordpress.com,ENVIRONNEMENT ET CADRE DE VIE,ECOLOGIE,,16  RUE DE BRAINE,03,08,2,07,34070,"3,855533787","43,613909194"
Secours Catholique,04 99 13 61 13,04 99 13 61 16,herault@secours-catholique.org,http://www.secours-catholique.asso.fr,SOCIAL ET CITOYENNETE,SOLIDARITE,,28  RUE FARGES,07,31,1,04,34000,"3,88093275","43,603190051"
Secours Populaire Français Montpellier,04 67 42 30 92,,insertion@spf.oog,http://www.spf34.org,SOCIAL ET CITOYENNETE,SOLIDARITE,SPF,78  RUE FAUBOURG FIGUEROLLES,07,29,2,07,34070,"3,863486295","43,60621702"
Secours Populaire International,04 99 74 23 80,,contact@spf34.org,,SOCIAL ET CITOYENNETE,SOLIDARITE,SPF,371  AVENUE DU MARCHE GARE,05,17,1,05,34070,"3,881109914","43,585672425"
Section Française Association Internationale d'Etudes Occitanes,04 67 64 43 38,,,,CULTURE,OCCITAN,SFAIEO,4 BIS RUE DENISE,05,15,1,05,34000,"3,878723045","43,599430076"
Section Française Association Internationale d'Etudes Occitanes,04 67 64 43 38,,,,CULTURE,OCCITAN,SFAIEO,4 BIS RUE DENISE,05,15,1,05,34000,"3,878631473","43,599438283"
Section Française Association Internationale d'Etudes Occitanes,04 67 64 43 38,,,,CULTURE,OCCITAN,SFAIEO,4 BIS RUE DENISE,05,15,1,05,34000,"3,878530987","43,599440836"
"Semilla, les Jardiniers Planetaires",09 75 55 75 76,,contact@semilla-france.com,www.semilla-france.com,ENVIRONNEMENT ET CADRE DE VIE,ECOLOGIE,,12  RUE DU COMMERCE,07,30,1,01,34000,"3,868622462","43,60278854"
Sempre Endavant,,,valrielao@aol.com,,CULTURE,DIVERS CULTURE,,1071  AV JUSTICE DE CASTELNAU,01,03,3,03,34090,"3,882651446","43,626155623"
Senioroboulo.com,07.61.57.69.85,,senioroboulo@gmail.com,www.senioroboulot.com,ENTREPRISE ET TRAVAIL,DIVERS ENTREPRISE TRAVAIL,,201  RUE BUFFON,03,08,2,07,34070,"3,851480023","43,615480165"
Seniors Présence,04 67 06 93 13,,senior-presence@wanadoo.fr,,SOCIAL ET CITOYENNETE,AIDE A DOMICILE,,12  RUE CASTILHON,07,30,1,01,34000,"3,874526807","43,606040987"
Senzala,04 67 99 39 10,04 67 99 38 02,associationsenzala@free.fr,http://www.associationsenzala.com,INTERNATIONAL,CULTURE ETRANGERE,,117  RUE DES ETATS GENERAUX,06,22,1,04,34000,"3,899148739","43,604695424"
Service des Traducteurs d'Urgence,04 67 42 57 92,,,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,STU,40  RUE DORIS,06,22,1,04,34000,"3,898142385","43,608696824"
Service d'Orientation et de Médiation pour l'Insertion Sociale,04 67 58 88 10,,somisherault@hotmail.fr,,SOCIAL ET CITOYENNETE,SOLIDARITE,SOMIS,37  RUE FAUBOURG DU COURREAU,07,30,1,01,34000,"3,870358289","43,608368143"
Service Information Formation Actives Manutentions,04 67 69 94 42,04 67 69 94 43,sifam@wanadoo.fr,http://www.sifam.tm.fr,ENTREPRISE ET TRAVAIL,FORMATION PROF. ET CONTINUE,SIFAM,90  AVENUE MAURICE PLANES,04,13,4,08,34070,"3,84356956","43,597084157"
SESAM 34,04 99 77 23 40,,accueil@sesam-34.fr,http://www.sesam-34.fr,SOCIAL ET CITOYENNETE,AIDE A DOMICILE,SESAM 34,64  RUE FRANCOIS D'ORBAY,02,06,2,10,34080,"3,82568594","43,614398554"
Sésame Autisme Hérault,04 67 79 18 88,04 67 02 26 63,,,SOCIAL ET CITOYENNETE,HANDICAP,,900  AVENUE DE LA POMPIGNANE,06,19,1,04,34000,"3,898191673","43,613994641"
Shak ' Move,,,shakmove@hotmail.fr,,SPORTS,DANSE,,1037  RUE DES QUATRE SEIGNEURS,01,01,2,02,34090,"3,856966511","43,648329367"
Shaolin Tao Montpellier,,,shaolintao@free.fr,htpp://www.shaolin-tho.com,SPORTS,ARTS MARTIAUX,,10 BIS RUE ADOLPHE MION,07,31,1,04,34000,"3,881351118","43,60176129"
Shintaido - Shiatsu de Montpellier,,,thibaut.dubien@gmail.com,,SPORTS,ARTS MARTIAUX,,11  RUE DES BLEUETS,03,10,4,08,34070,"3,84729251","43,605965487"
Shorinji Kempo Montpellier,,04 67 41 08 25,,http://www.skmontpellier.ovh.org,SPORTS,ARTS MARTIAUX,,1580  AVENUE DU PERE SOULAS,01,02,2,10,34090,"3,852152895","43,624735861"
Show Must Go on Génération,,,info.smgog@gmail.com,,SPORTS,DANSE,SMGOG,130  RUE DE LA MARQUEROSE,04,12,1,06,34070,"3,872534326","43,59066276"
Sida Info Service,08 00 84 08 00,,montpellier@sida-info-service.org,,SANTE,AIDE AUX MALADES,,205  RUE DE L'ACROPOLE,07,28,3,03,34000,"3,89247504","43,608237751"
"Silva Arbres, Forêts et Sociétés",04 67 61 44 80,,silva2@wanadoo.fr,http://www.silva-riat.fr,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,73  RUE JEAN-FRANCOIS BRETON,01,03,3,03,34090,"3,872184056","43,645040098"
Sina Kawa Théâtre,04 67 58 15 45,04 99 63 08 46,contact@kawatheatre.com,http://www.kawatheatre.com,CULTURE,THEATRE,,18  RUE FOUQUES,07,30,1,01,34000,"3,868237943","43,602616092"
Singulier Pluriel,04 67 54 25 39,,singulierpluriel@orange.fr,,CULTURE,DIVERS CULTURE,,150  AVENUE ALBERT EINSTEIN,06,22,1,04,34000,"3,901060361","43,605302883"
SIRAPS Structure Intégration Réadaptation par le Sport,04 67 27 45 25,04 67 27 45 25,,,SPORTS,DIVERS SPORTS,SIRAPS,35  RUE SAINT-JUST,04,13,4,08,34070,"3,844071513","43,59992791"
Ski Snow Montpellier,04 67 41 78 62,,skisnow@orange.fr,,SPORTS,SPORTS DE MONTAGNE,SSM,200  AVENUE DU PERE SOULAS,07,23,2,10,34090,"3,865483532","43,618226162"
Slow Food Languedoc,04 67 52 49 03,,gi.lopez@wanadoo.fr,,AGRICULTURE ET VITICULTURE,AGRICULTURE ET VITICULTURE,,311  RUE SAINT-PRIEST,01,02,2,10,34090,"3,846042231","43,631451865"
Smart,04 67 64 78 77,,thierrytardy@yahoo.fr,http://www.smartfestival.com,CULTURE,ART CONTEMPORAIN,,115  BD AEROPORT INTERNATIONAL,07,28,3,03,34000,"3,892183388","43,608958213"
Smiley,,,smiley2008@live.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,75  RUE DE FONT CARRADE,07,29,2,07,34070,"3,860172274","43,60872557"
So Films Independants,04 67 58 06 22,,solidafilmsexport@gmail.com,,CULTURE,CINEMA AUDIO-VISUEL,,48  RUE SAINT GUILHEM,07,26,1,01,34000,"3,873911733","43,608977224"
Société Archéologique de Montpellier - Musée Languedocien,04 67 52 93 03,,museelanguedocien@wanadoo.fr,www.musee-languedocien.com,SCIENCES,ARCHEOLOGIE,,5  RUE TRESORIERS DE FRANCE,07,27,1,01,34000,"3,878729268","43,609615703"
Société Astronomique de Montpellier - Pierre Vauriot,,,ste.astro.montpellier@modulonet.fr,,SCIENCES,ASTRONOMIE,SAM,66  SQUARE DE LA BABOTE,07,27,1,01,34000,"3,877463146","43,60676847"
Société Athlétique de la Mutualité Agricole,04 67 34 80 00,,,,SPORTS,DIVERS SPORTS,SAMA,4  PL JEAN ANTOINE CHAPTAL,,,,,,,
Société Bouliste Clapas Pétanque,04 30 10 47 08,,,,SPORTS,PETANQUE,,88  COUR DES CAMISARDS,03,07,2,07,34080,"3,846374349","43,620113522"
Société Bouliste Montpelliéraine,,,,,SPORTS,JEUX DE BOULES,SBM,0  ALLEE DU BOULINGRIN,,,,,,,
Société de Protection des Animaux Agglomération de Montpellier,04 67 27 67 21,04 67 27 76 95,compta@spa-montpellier.org,http://www.spa-montpellier.org,ANIMAUX,ANIMAUX,SPA,0  LA CARRE DU ROI,,,,,,,
Societe de Saint Vincent de Paul,04 67 52 38 63,04 67 45 55 52,herault@st-vincent-de-paul.org,www.ssvp34.org,SOCIAL ET CITOYENNETE,SOLIDARITE,SSVP,24  RUE BERNARD DELICIEUX,07,24,3,03,34000,"3,882339064","43,615508058"
Société de Tir de Montpellier,04 99 52 92 53,04 67 41 38 90,contact@montpelliertir.com,http://www.montpelliertir.com,SPORTS,TIR,STM,50  RUE DE CHIO,06,22,1,04,34000,"3,899691961","43,60069282"
Société de Tir les Arquebusiers du Midi,04 67 64 13 78,,bousquetjacques1760@neuf.fr,,SPORTS,TIR,AMI,12  RUE MAURY,05,15,1,05,34000,"3,878216917","43,599741279"
Société d'Horticulture et d'Histoire Naturelle de l'Hérault,04 67 99 05 36,,parcballon@shhnh.com,http://www.shhnh.com,SCIENCES,BOTANIQUE,SHHNH,125  RUE DU MOULIN DE SEMALEN,07,28,3,03,34000,"3,8921906574","43,6123472633"
Société Française de la Croix Bleue,04 67 75 45 52,,jeannine.cruz@free.fr,,SANTE,ALCOOLISME ET TOXICOMANIE,,342  RUE DES ESCARCELIERS,03,07,2,10,34080,"3,83476343","43,611881902"
Société Helvétique de Montpellier LR,04 67 54 98 18,,,,INTERNATIONAL,CULTURE ETRANGERE,SOC-HELV,66  ALLEE AGNES MAC LAREN,01,02,2,02,34090,"3,860032039","43,639288774"
Société Nationale de Sauvetage en Mer,04 67 65 86 46,,piva.pierre@neuf.fr,http://www.snsm.net,SPORTS,NATATION ET PLONGEE,SNSM,96  RUE NICOLAS COPERNIC,05,16,1,05,34070,"3,898698335","43,595779532"
Société Religieuse des Amis Quakers,04 67 65 74 48,,,,RELIGIONS ET PHILOSOPHIES,RELIGIONS,,68  PLACE EULER,06,20,1,04,34000,"3,912058295","43,61480529"
Sol Fa Mi Récré,04 67 42 23 69,,celine@solfamirecre.fr,http://www.solfamirecre.fr,CULTURE,MUSIQUE,SOLFAMI,220  RUE DU VERCORS,04,12,1,06,34070,"3,870621173","43,592596791"
Soléaire,,,contact@soleaire.fr,http://www.soleaire.fr,LOISIRS,RANDONNEES,SOLER,127  AVENUE SAINT CHARLES,07,23,2,02,34090,"3,871547335","43,617394503"
Solera Flamenca,,,Soleraflamenca@aol.com,,INTERNATIONAL,CULTURE ETRANGERE,,35  RUE DU PONT DE LAVERUNE,03,10,4,08,34070,"3,839653654","43,608079752"
Solidarité Amitié Rencontres Afrique,04 67 02 13 42,,,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,SARA,27  BOULEVARD LOUIS BLANC,07,24,3,03,34000,"3,880265529","43,614485642"
Solidarité Dom Tom Hérault,04 67 45 70 30,04 67 45 70 31,sodoto.direction@wanadoo.fr,http://www.solidaritedomtom.org,SOCIAL ET CITOYENNETE,SOLIDARITE,DOMTOM,216  AVENUE DE LOUISVILLE,02,05,2,09,34080,"3,815674771","43,623336665"
Solidarité Homéopathie,04 67 68 34 88,,sh.herault@gmail.com,solidarite-homeopathie.org,SANTE,DIVERS SANTE,SH34,26  PLACE DU MILLENAIRE,07,28,3,03,34000,"3,889552151","43,607856904"
Solidarite Honduras,,,solidarite.honduras@gmail.com,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,300  RUE AUGUSTE BROUSSONNET,07,23,2,02,34090,"3,870580564","43,616463538"
Solidarité Hospitalière France Nord Cameroun,04 67 54 43 13,,,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,4  IMPASSE DES PAPILLONS,07,23,2,02,34090,"3,871635685","43,621006731"
Solidarité Protestante France Arménie,04 67 45 65 13,,,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,SPFA,1469  RUE DE LAS SORBES,03,08,2,07,34070,"3,847355886","43,613404763"
Son é Resson Occitan,04 67 58 30 47,04 67 58 30 07,bruno@radiolenguedoc.com,,CULTURE,CULTURES REGIONALES,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
Son é Resson Occitan,04 67 58 30 47,04 67 58 30 07,bruno@radiolenguedoc.com,,CULTURE,CULTURES REGIONALES,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
Son é Resson Occitan,04 67 58 30 47,04 67 58 30 07,bruno@radiolenguedoc.com,,CULTURE,CULTURES REGIONALES,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
